-7.735936,1.042457,3.308021,1.911264,2.329953,2.049015,1.397827,0.032178,0.829244,1.628741,0.179689,0.780803,0.922694
-7.796947,0.350285,3.005844,1.874891,2.632306,2.226052,1.479620,0.029016,0.796385,1.714764,0.346660,1.037748,0.872545
-7.808488,1.028435,3.196920,1.805119,2.231732,2.026781,1.424493,-0.061704,0.723178,1.564748,0.279758,1.224827,1.241064
-7.832603,0.491887,3.225270,2.142223,2.337455,2.029849,1.261131,-0.215150,0.580478,1.568211,0.186156,0.929633,1.096221
-7.759160,0.481243,2.815132,2.260616,2.355793,1.616816,1.484033,-0.015143,0.258476,1.085411,0.526137,0.768855,1.038508
-7.690327,0.648042,2.951687,2.452461,2.316083,1.562712,1.662647,-0.104493,-0.114756,0.647132,0.167859,0.524645,0.794688
-7.599307,1.258700,3.004465,1.831750,1.920216,1.100279,1.166246,0.079258,-0.013650,0.734249,0.334886,0.148862,0.247795
-7.550266,0.741493,2.882608,1.666031,2.163154,1.412512,1.378935,0.185450,0.044226,0.527577,0.181847,-0.364030,0.111296
-7.605730,0.984946,3.306667,1.945543,2.090115,1.743767,1.561166,0.299784,0.587749,1.278708,0.407253,0.125360,0.739463
-7.638331,0.543424,3.038811,1.589226,1.939989,1.569056,1.227795,0.153187,1.049730,1.409909,0.619447,0.276033,0.846557
-7.704498,0.003777,2.737869,1.506987,2.013591,1.727131,1.416294,0.011850,0.917616,1.209631,0.412728,0.640144,1.098980
-7.746447,0.094233,2.797374,1.687588,2.026044,1.605166,1.497582,0.222640,0.786220,1.193570,0.153550,0.671551,1.271933
-7.062792,1.969170,2.641563,-1.499186,-1.559425,1.220437,0.429241,1.018172,-0.812803,3.073357,0.837304,0.376361,1.661111
-4.527367,-7.296320,3.815545,0.384806,-3.734101,0.828269,0.471262,2.426457,-1.723219,2.752705,1.795473,-0.620420,1.505449
-4.063663,-8.908407,3.091548,0.458892,-3.963137,0.278755,0.944491,1.379929,-1.958183,3.090790,2.154387,-0.548462,0.924729
-3.619481,-4.430632,4.083854,1.124215,-2.934490,-0.094844,-0.185623,0.782795,-2.323475,2.076129,1.190033,-0.681687,1.208599
-2.273841,2.044494,9.841983,3.095903,-4.135899,-1.818378,-0.963902,0.195061,-3.627781,1.262614,0.864700,-1.287967,0.740358
-1.713419,5.827481,9.542962,2.165156,-3.968899,-2.482444,-0.927193,-0.237481,-2.991274,1.538570,0.944059,-1.338561,0.298309
-0.444014,9.662214,5.420491,-1.912811,-4.273653,-2.541881,-0.953581,1.479198,-1.504335,1.687355,1.102623,-1.846605,0.519170
-0.102841,9.342876,5.016443,-2.032080,-5.368575,-2.000199,-0.286399,1.278901,-0.507654,1.797007,0.968789,-1.660168,1.014486
0.038770,8.854467,5.044597,-2.029625,-6.917003,-1.543716,-0.068232,0.882451,0.335827,1.666544,1.223851,-1.619579,0.926001
0.015966,8.532674,5.783645,-2.179445,-8.326701,-1.591366,0.660946,0.823333,-0.153366,1.442522,1.400783,-1.880007,0.433393
-0.579240,7.939873,4.380184,-1.857377,-7.501769,-0.608687,0.567573,1.086867,1.537989,1.446013,1.310719,-1.471779,0.583826
-1.217162,8.861612,4.495546,-1.184482,-7.117301,-0.204324,-0.069820,0.660863,1.853612,1.125279,1.863803,-0.230614,1.067529
-2.438708,7.946787,3.866750,-0.825385,-3.596087,-1.618226,0.511942,-0.561944,2.543440,0.582847,1.338809,-0.426602,0.625187
-3.306685,7.730341,4.076685,-1.428736,-0.781929,-2.085158,1.051185,0.585843,1.691660,0.643757,1.664182,0.005927,0.751871
-1.142269,11.167050,3.956238,-4.779665,-2.629918,-1.123058,-2.896471,1.172939,1.437153,-0.115760,1.641192,-0.875567,0.641042

-7.735926,1.042446,3.308019,1.911265,2.329948,2.049002,1.397839,0.032175,0.829245,1.628734,0.179692,0.780789,0.92
-7.796932,0.350282,3.005841,1.874899,2.632303,2.226046,1.479619,0.029004,0.796362,1.714772,0.346653,1.037743,0.87
-7.808474,1.028431,3.196923,1.805106,2.231738,2.026784,1.424499,-0.061691,0.723178,1.564742,0.279758,1.224828,1.24
-7.832590,0.491879,3.225275,2.142223,2.337459,2.029850,1.261143,-0.215152,0.580470,1.568209,0.186144,0.929640,1.10
-7.759147,0.481248,2.815121,2.260606,2.355791,1.616818,1.484027,-0.015148,0.258475,1.085416,0.526141,0.768847,1.04
-7.690323,0.648039,2.951689,2.452466,2.316078,1.562714,1.662652,-0.104495,-0.114747,0.647132,0.167856,0.524653,0.79
-7.599308,1.258698,3.004464,1.831742,1.920217,1.100286,1.166243,0.079255,-0.013646,0.734261,0.334882,0.148859,0.25
-7.550261,0.741478,2.882617,1.666031,2.163152,1.412516,1.378950,0.185447,0.044231,0.527577,0.181849,-0.364029,0.11
-7.605730,0.984941,3.306665,1.945540,2.090120,1.743766,1.561179,0.299789,0.587757,1.278713,0.407263,0.125344,0.74
-7.638330,0.543418,3.038809,1.589221,1.939985,1.569054,1.227792,0.153174,1.049727,1.409904,0.619456,0.276034,0.85
-7.704494,0.003789,2.737867,1.506986,2.013597,1.727123,1.416292,0.011839,0.917614,1.209623,0.412741,0.640145,1.10
-7.746436,0.094229,2.797368,1.687581,2.026038,1.605159,1.497592,0.222645,0.786204,1.193568,0.153538,0.671537,1.27
-7.062780,1.969168,2.641567,-1.499194,-1.559410,1.220439,0.429235,1.018170,-0.812799,3.073360,0.837309,0.376362,1.66
-4.527374,-7.296326,3.815533,0.384813,-3.734106,0.828273,0.471268,2.426451,-1.723222,2.752700,1.795472,-0.620414,1.51
-4.063657,-8.908415,3.091549,0.458887,-3.963140,0.278735,0.944492,1.379936,-1.958190,3.090782,2.154389,-0.548468,0.92
-3.619466,-4.430621,4.083842,1.124214,-2.934490,-0.094859,-0.185631,0.782779,-2.323478,2.076125,1.190027,-0.681680,1.21
-2.273825,2.044501,9.841990,3.095899,-4.135893,-1.818376,-0.963903,0.195056,-3.627781,1.262626,0.864702,-1.287960,0.74
-1.713428,5.827469,9.542962,2.165160,-3.968904,-2.482438,-0.927192,-0.237495,-2.991280,1.538577,0.944042,-1.338555,0.30
